id,year,dest,origin,status
5613,2010,BVH,ELH,Approved
5614,2010,BVH,ELH,Approved
5615,2010,BVH,ORH,Approved
5616,2010,BVH,ORH,Approved
5617,2010,BVH,ELH,Approved
5618,2010,BVH,CPH,Approved
5619,2010,BVH,CPH,Approved
5620,2010,BVH,MOH,Denied
5621,2010,BVH,OLH,Approved
5622,2010,BVH,OLH,Approved
5623,2010,BVH,OLH,Approved
5624,2010,BVH,HTH,Denied
5625,2010,BVH,ELH,Approved
5626,2010,BVH,HTH,Approved
5627,2010,BVH,SUH,Denied
5628,2010,BVH,ORH,Denied
5629,2010,BVH,HTH,Approved
5630,2010,BVH,ELH,Approved
5631,2010,BVH,ELH,Approved
5632,2010,BVH,HTH,Denied
5633,2010,BVH,OLH,Approved
5634,2010,BVH,OLH,Denied
5635,2010,BVH,ORH,Approved
5636,2010,BVH,CVH,Denied
5637,2010,BVH,CVH,Denied
5638,2010,BVH,ELH,Approved
5639,2010,BVH,ELH,Approved
5640,2010,BVH,CPH,Approved
5641,2010,BVH,SOH,Approved
5642,2010,BVH,SUH,Approved
5643,2010,BVH,GJH,Pending
5644,2010,BVH,ORH,Pending
5645,2010,BVH,ORH,Approved
5646,2010,BVH,MOH,Approved
5647,2010,BVH,MOH,Approved
5648,2010,BVH,MVH,Approved
5649,2010,BVH,MVH,Denied
5650,2010,BVH,ELH,Approved
5651,2010,BVH,SUH,Denied
5652,2010,BVH,ORH,Approved
5653,2010,BVH,ORH,Approved
5654,2010,BVH,ELH,Approved
5655,2010,BVM,RDM,Approved
5656,2010,BVM,CVM,Approved
5657,2010,BVM,CVM,Approved
5658,2010,BVM,MVM,Approved
5659,2010,BVM,ELM,Denied
5660,2010,BVM,NCM,Approved
5661,2010,BVM,CVM,Approved
5662,2010,BVM,CVM,Approved
5663,2010,BVM,CPM,Approved
5664,2010,BVM,MOM,Approved
5665,2010,BVM,CVM,Approved
5666,2010,BVM,NCM,Denied
5667,2010,BVM,RDM,Approved
5668,2010,BVM,RDM,Approved
5669,2010,BVM,RDM,Approved
5670,2010,BVM,CPM,Denied
5671,2010,BVM,RDM,Approved
5672,2010,BVM,HTM,Approved
5673,2010,BVM,MOM,Denied
5674,2010,BVM,CPM,Denied
5675,2010,BVM,CPM,Approved
5676,2010,BVM,CVM,Approved
5677,2010,BVM,HTM,Denied
5678,2010,BVM,SOM,Denied
5679,2010,BVM,MOM,Approved
5680,2010,BVM,RDM,Denied
5681,2010,BVM,ELM,Approved
5682,2010,BVM,CPM,Approved
5683,2010,BVM,CPM,Approved
5684,2010,BVM,ELM,Approved
5685,2010,BVM,RDM,Approved
5686,2010,BVM,MOM,Approved
5687,2010,BVM,HTM,Denied
5688,2010,BVM,HTM,Denied
5689,2010,BVM,MVM,Denied
5690,2010,BVM,GJH,Approved
5691,2010,BVM,RDM,Approved
5692,2010,BVM,CPM,Approved
5693,2010,BVM,CPM,Denied
5694,2010,BVM,CPM,Approved
5695,2010,BVM,HTM,Approved
5696,2010,BVM,HTM,Approved
5697,2010,BVM,CVM,Approved
5698,2010,BVM,HTM,Approved
5699,2010,BVM,HTM,Approved
5700,2010,BVM,RDM,Approved
5701,2010,BVM,CPM,Approved
5702,2010,BVM,RDM,Approved
5703,2010,BVM,CVM,Approved
5704,2010,BVM,NCM,Approved
5705,2010,BVM,HTM,Approved
5706,2010,BVM,CPM,Approved
5707,2010,BVM,CVM,Approved
5708,2010,BVM,CPM,Denied
5709,2010,BVM,CPM,Denied
5710,2010,BVM,CPM,Denied
5711,2010,BVM,RDM,Approved
5712,2010,BVM,CVM,Approved
5713,2010,BVM,GJH,Approved
5714,2010,BVM,CPM,Denied
5715,2010,BVM,RDM,Approved
5716,2010,BVM,RDM,Approved
5717,2010,BVM,CPM,Approved
5718,2010,BVM,RDM,Denied
5719,2010,BVM,RDM,Approved
5720,2010,BVM,CPM,Denied
5721,2010,BVM,CVM,Denied
5722,2010,BVM,HTM,Approved
5723,2010,BVM,CPM,Denied
5724,2010,BVM,MVM,Denied
5725,2010,BVM,RDM,Approved
5726,2010,BVM,RDM,Approved
5727,2010,BVM,HTM,Approved
5728,2010,BVM,CVM,Approved
5729,2010,BVM,CPM,Approved
5730,2010,BVM,CPM,Denied
5731,2010,BVM,NCM,Denied
5732,2010,BVM,RDM,Approved
5733,2010,BVM,MOM,Approved
5734,2010,BVM,MVM,Approved
5735,2010,BVM,CPM,Denied
5736,2010,BVM,ELM,Approved
5737,2010,BVM,ELM,Approved
5738,2010,BVM,CVM,Approved
5739,2010,BVM,GJH,Approved
5740,2010,BVM,RDM,Denied
5741,2010,BVM,ELM,Approved
5742,2010,BVM,CVM,Approved
5743,2010,BVM,HTM,Approved
5744,2010,BVM,HTM,Approved
5745,2010,BVM,SOM,Denied
5746,2010,BVM,CPM,Approved
5747,2010,BVM,CPM,Approved
5748,2010,BVM,RDM,Approved
5749,2010,BVM,HTM,Denied
5750,2010,BVM,CVM,Approved
5751,2010,BVM,CPM,Approved
5752,2010,BVM,MOM,Denied
5753,2010,BVM,CPM,Denied
5754,2010,BVM,CPM,Denied
5755,2010,BVM,HTM,Approved
5756,2010,BVM,MVM,Approved
5757,2010,BVM,RDM,Approved
5758,2010,BVM,HTM,Denied
5759,2010,BVM,ELM,Approved
5760,2010,BVM,GJH,Approved
5761,2010,BVM,CPM,Approved
5762,2010,BVM,CVM,Approved
5763,2010,BVM,CVM,Approved
5764,2010,BVM,MOM,Approved
5765,2010,BVM,RDM,Approved
5766,2010,BVM,MOM,Approved
5767,2010,BVM,HTM,Approved
5768,2010,BVM,NCM,Approved
5769,2010,BVM,CPM,Denied
5770,2010,BVM,CPM,Approved
5771,2010,BVM,RDM,Denied
5772,2010,BVM,HTM,Pending
5773,2010,BVM,CVM,Approved
5774,2010,BVM,RDM,Approved
5775,2010,BVM,HTM,Denied
5776,2010,BVM,HTM, Approved
5777,2010,BVM,NCM,Denied
5778,2010,BVM,HTM,Approved
5779,2010,BVM,ELM,Approved
5780,2010,BVM,CPM,Denied
5781,2010,BVM,HTM,Denied
5782,2010,BVM,CPM,Approved
5783,2010,BVM,ELM,Denied
5784,2010,BVM,ELM,Approved
5785,2010,BVM,SOM,Approved
5786,2010,BVM,HTM,Denied
5787,2010,BVM,HTM,Denied
5788,2010,BVM,RDM,Approved
5789,2010,BVM,MOM,Approved
5790,2010,BVM,MOM,Approved
5791,2010,BVM,ELM,Approved
5792,2010,BVM,MOM,Approved
5793,2010,BVM,ELM,Approved
5794,2010,BVM,ELM,Denied
5795,2010,BVM,CPM,Denied
5796,2010,BVM,ELM,Approved
5797,2010,BVM,MOM,Approved
5798,2010,BVM,RDM,Approved
5799,2010,BVM,RDM,Denied
5800,2010,BVM,NCM,Approved
5801,2010,BVM,CPM,Denied
5802,2010,BVM,GJH,Approved
5803,2010,BVM,NCM,Approved
5804,2010,BVM,ELM,Approved
5805,2010,BVM,MVM,Approved
5806,2010,BVM,HTM,Denied
5807,2010,BVM,ELM,Approved
5808,2010,BVM,CVM,Approved
5809,2010,BVM,CVM,Denied
5810,2010,BVM,SOM,Approved
5811,2010,BVM,ELM,Approved
5812,2010,BVM,CPM,Approved
5813,2010,BVM,CVM,Approved
5814,2010,BVM,ELM,Approved
5815,2010,BVM,CVM,Approved
5816,2010,BVM,CPM,Denied
5817,2010,BVM,MVM,Denied
5818,2010,BVM,MVM,Denied
5819,2010,BVM,CVM,Denied
5820,2010,BVM,ELM,Approved
5821,2010,BVM,ELM,Approved
5822,2010,BVM,SOM,Approved
5823,2010,BVM,ELM,Approved
5824,2010,BVM,SOM,Approved
5825,2010,BVM,MOM,Approved
5826,2010,BVM,RDM,Approved
5827,2010,BVM,HTM,Approved
5828,2010,BVM,HTM,Approved
5829,2010,BVM,CPM,Approved
5830,2010,BVM,CVM,Approved
5831,2010,BVM,NCM,Approved
5832,2010,BVM,HTM,Approved
5833,2010,BVM,CPM,Denied
5834,2010,BVM,CPM,Denied
5835,2010,BVM,ELM,Approved
5836,2010,BVM,RDM,Approved
5837,2010,BVM,CPM,Approved
5838,2010,CPH,MOH,Approved
5839,2010,CPH,ORH,Approved
5840,2010,CPH,MOH,Approved
5841,2010,CPH,MOH,Approved
5842,2010,CPH,HTH,Approved
5843,2010,CPH,HTH,Approved
5844,2010,CPH,HTH,Approved
5845,2010,CPH,SYH,Approved
5846,2010,CPH,SYH,Approved
5847,2010,CPH,SUH,Approved
5848,2010,CPH,CVH,Approved
5849,2010,CPH,GJH,Approved
5850,2010,CPH,MVH,Approved
5851,2010,CPH,CVH,Approved
5852,2010,CPH,HTH,Approved
5853,2010,CPH,SOH,Approved
5854,2010,CPH,CVH,Approved
5855,2010,CPH,MOH,Approved
5856,2010,CPH,BVH,Approved
5857,2010,CPH,HTH,Approved
5858,2010,CPH,HTH,Denied
5859,2010,CPH,CVH,Approved
5860,2010,CPH,MOH,Approved
5861,2010,CPH,HTH,Approved
5862,2010,CPH,HTH,Approved
5863,2010,CPH,SUH,Approved
5864,2010,CPH,CVH,Approved
5865,2010,CPH,MOH,Approved
5866,2010,CPH,CVH,Approved
5867,2010,CPH,BVH,Approved
5868,2010,CPH,SOH,Approved
5869,2010,CPH,SOH,Approved
5870,2010,CPH,SYH,Approved
5871,2010,CPH,SOH,Approved
5872,2010,CPH,HTH,Approved
5873,2010,CPH,HTH,Approved
5874,2010,CPH,MOH,Approved
5875,2010,CPH,MOH,Approved
5876,2010,CPH,OLH,Approved
5877,2010,CPH,ORH,Approved
5878,2010,CPH,MOH,Approved
5879,2010,CPH,SUH,Pending
5880,2010,CPH,MOH,Approved
5881,2010,CPH,MOH,Approved
5882,2010,CPH,SUH,Approved
5883,2010,CPH,MOH,Approved
5884,2010,CPH,MOH,Approved
5885,2010,CPH,SYH,Approved
5886,2010,CPH,HTH,Approved
5887,2010,CPH,ELH,Approved
5888,2010,CPH,SYH,Approved
5889,2010,CPH,GJH,Approved
5890,2010,CPH,SYH,Approved
5891,2010,CPH,SYH,Approved
5892,2010,CPH,SOH,Approved
5893,2010,CPH,SOH,Approved
5894,2010,CPH,SUH,Approved
5895,2010,CPH,MOH,Approved
5896,2010,CPH,MOH,Approved
5897,2010,CPH,HTH,Denied
5898,2010,CPH,HTH,Approved
5899,2010,CPH,ORH,Approved
5900,2010,CPH,SYH,Approved
5901,2010,CPH,MOH,Approved
5902,2010,CPH,ORH,Approved
5903,2010,CPH,CVH,Approved
5904,2010,CPH,SOH,Approved
5905,2010,CPH,HTH,Approved
5906,2010,CPH,CVH,Denied
5907,2010,CPH,MVH,Approved
5908,2010,CPH,HTH,Approved
5909,2010,CPH,MOH,Approved
5910,2010,CPH,MOH,Approved
5911,2010,CPH,HTH,Approved
5912,2010,CPH,SYH,Approved
5913,2010,CPH,MOH,Approved
5914,2010,CPH,CVH,Approved
5915,2010,CPH,SOH,Approved
5916,2010,CPH,SYH,Approved
5917,2010,CPH,HTH,Approved
5918,2010,CPH,MOH,Approved
5919,2010,CPH,ELH,Approved
5920,2010,CPH,HTH,Approved
5921,2010,CPH,OLH,Approved
5922,2010,CPH,CVH,Denied
5923,2010,CPH,SUH,Approved
5924,2010,CPH,CVH,Approved
5925,2010,CPH,ORH,Approved
5926,2010,CPH,HTH,Approved
5927,2010,CPH,SOH,Approved
5928,2010,CPH,SUH,Approved
5929,2010,CPH,HTH,Approved
5930,2010,CPH,MOH,Approved
5931,2010,CPH,MOH,Approved
5932,2010,CPH,HTH,Approved
5933,2010,CPH,HTH,Approved
5934,2010,CPH,MVH,Approved
5935,2010,CPH,SUH,Approved
5936,2010,CPH,SOH,Approved
5937,2010,CPH,ORH,Approved
5938,2010,CPH,SUH,Approved
5939,2010,CPH,ELH,Approved
5940,2010,CPH,MOH,Approved
5941,2010,CPH,ELH,Approved
5942,2010,CPH,MOH,Approved
5943,2010,CPH,ORH,Approved
5944,2010,CPH,CVH,Approved
5945,2010,CPH,MOH,Approved
5946,2010,CPH,HTH,Approved
5947,2010,CPH,MVH,Approved
5948,2010,CPH,CVH,Approved
5949,2010,CPH,MOH,Approved
5950,2010,CPH,MOH,Approved
5951,2010,CPH,MOH,Approved
5952,2010,CPH,HTH,Approved
5953,2010,CPH,SYH,Approved
5954,2010,CPH,SYH,Approved
5955,2010,CPH,MOH,Approved
5956,2010,CPH,MOH,Approved
5957,2010,CPH,MVH,Approved
5958,2010,CPH,CVH,Approved
5959,2010,CPH,CVH,Approved
5960,2010,CPH,SYH,Approved
5961,2010,CPH,MOH,Approved
5962,2010,CPH,MOH,Approved
5963,2010,CPH,HTH,Approved
5964,2010,CPH,HTH,Approved
5965,2010,CPH,MVH,Denied
5966,2010,CPH,SYH,Approved
5967,2010,CPH,MVH,Approved
5968,2010,CPH,MVH,Approved
5969,2010,CPH,HTH,Approved
5970,2010,CPH,HTH,Approved
5971,2010,CPH,HTH,Approved
5972,2010,CPH,HTH,Approved
5973,2010,CPH,ORH,Approved
5974,2010,CPH,CVH,Approved
5975,2010,CPH,OLH,Approved
5976,2010,CPH,ORH,Approved
5977,2010,CPH,CVH,Approved
5978,2010,CPH,HTH,Approved
5979,2010,CPH,SUH,Approved
5980,2010,CPH,CVH,Approved
5981,2010,CPH,ORH,Approved
5982,2010,CPH,ORH,Approved
5983,2010,CPH,SUH,Approved
5984,2010,CPH,CVH,Pending
5985,2010,CPH,BVH,Approved
5986,2010,CPH,HTH,Approved
5987,2010,CPH,HTH,Approved
5988,2010,CPH,ELH,Approved
5989,2010,CPH,ELH,Approved
5990,2010,CPH,ELH,Approved
5991,2010,CPH,SYH,Approved
5992,2010,CPH,ORH,Approved
5993,2010,CPH,SYH,Approved
5994,2010,CPH,ORH,Approved
5995,2010,CPH,CVH,Denied
5996,2010,CPH,ORH,Approved
5997,2010,CPH,ORH,Approved
5998,2010,CPH,SYH,Approved
5999,2010,CPH,SYH,Approved
6000,2010,CPH,CVH,Approved
6001,2010,CPH,ORH,Approved
6002,2010,CPH,SOH,Approved
6003,2010,CPH,BVH,Approved
6004,2010,CPH,ORH,Approved
6005,2010,CPH,ELH,Approved
6006,2010,CPH,CVH,Approved
6007,2010,CPH,CVH,Approved
6008,2010,CPH,CVH,Approved
6009,2010,CPH,MOH,Approved
6010,2010,CPH,MOH,Approved
6011,2010,CPH,MOH,Approved
6012,2010,CPH,SUH,Approved
6013,2010,CPH,HTH,Approved
6014,2010,CPM,HTM,Approved
6015,2010,CPM,HTM,Approved
6016,2010,CPM,HTM,Approved
6017,2010,CPM,HTM,Approved
6018,2010,CPM,MOM,Approved
6019,2010,CPM,NCM,Approved
6020,2010,CPM,CVM,Approved
6021,2010,CPM,MVM,Approved
6022,2010,CPM,RDM,Approved
6023,2010,CPM,CVM,Approved
6024,2010,CPM,SOM,Approved
6025,2010,CPM,NCM,Approved
6026,2010,CPM,MOM,Approved
6027,2010,CPM,CVM,Approved
6028,2010,CPM,MOM,Denied
6029,2010,CPM,MOM,Approved
6030,2010,CPM,SOM,Approved
6031,2010,CPM,HTM,Approved
6032,2010,CPM,MVM,Approved
6033,2010,CPM,MOM,Approved
6034,2010,CPM,HTM,Approved
6035,2010,CPM,MOM,Approved
6036,2010,CPM,MOM,Approved
6037,2010,CPM,MVM,Approved
6038,2010,CPM,HTM,Approved
6039,2010,CPM,HTM,Approved
6040,2010,CPM,SOM,Approved
6041,2010,CPM,GJH,Approved
6042,2010,CPM,HTM,Approved
6043,2010,CPM,CVM,Approved
6044,2010,CPM,GJH,Approved
6045,2010,CPM,HTM,Approved
6046,2010,CPM,MVM,Approved
6047,2010,CPM,CVM,Approved
6048,2010,CPM,MVM,Approved
6049,2010,CPM,HTM,Approved
6050,2010,CPM,HTM,Approved
6051,2010,CPM,HTM,Approved
6052,2010,CPM,CVM,Approved
6053,2010,CPM,MOM,Approved
6054,2010,CPM,NCM,Approved
6055,2010,CPM,MVM,Approved
6056,2010,CPM,CVM,Approved
6057,2010,CPM,HTM,Approved
6058,2010,CPM,BVM,Approved
6059,2010,CPM,MOM,Approved
6060,2010,CPM,CVM,Approved
6061,2010,CPM,HTM,Approved
6062,2010,CPM,RDM,Approved
6063,2010,CPM,MOM,Approved
6064,2010,CPM,MOM,Approved
6065,2010,CPM,CVM,Approved
6066,2010,CPM,MOM,Approved
6067,2010,CPM,CVM,Approved
6068,2010,CPM,MVM,Approved
6069,2010,CPM,MOM,Approved
6070,2010,CPM,CVM,Approved
6071,2010,CPM,CVM,Approved
6072,2010,CPM,SOM,Approved
6073,2010,CPM,SOM,Approved
6074,2010,CPM,SOM,Approved
6075,2010,CPM,MVM,Approved
6076,2010,CPM,MVM,Approved
6077,2010,CPM,CVM,Approved
6078,2010,CPM,MOM,Approved
6079,2010,CPM,HTM,Approved
6080,2010,CPM,NCM,Approved
6081,2010,CPM,SOM,Approved
6082,2010,CPM,HTM,Approved
6083,2010,CPM,HTM,Approved
6084,2010,CPM,SOM,Approved
6085,2010,CPM,RDM,Approved
6086,2010,CPM,MVM,Approved
6087,2010,CPM,HTM,Approved
6088,2010,CPM,NCM,Approved
6089,2010,CPM,CVM,Approved
6090,2010,CPM,MOM,Approved
6091,2010,CPM,HTM,Approved
6092,2010,CPM,HTM,Approved
6093,2010,CPM,SOM,Approved
6094,2010,CPM,SOM,Approved
6095,2010,CPM,HTM,Approved
6096,2010,CPM,HTM,Approved
6097,2010,CPM,HTM,Approved
6098,2010,CPM,HTM,Approved
6099,2010,CPM,CVM,Approved
6100,2010,CPM,RDM,Approved
6101,2010,CPM,HTM,Approved
6102,2010,CPM,HTM,Approved
6103,2010,CPM,HTM,Approved
6104,2010,CPM,CVM,Approved
6105,2010,CPM,NCM,Approved
6106,2010,CVH,ORH,Denied
6107,2010,CVH,ORH,Approved
6108,2010,CVH,MOH,Denied
6109,2010,CVH,CPH,Approved
6110,2010,CVH,SUH,Approved
6111,2010,CVH,ORH,Approved
6112,2010,CVH,CPH,Denied
6113,2010,CVH,HTH,Approved
6114,2010,CVH,HTH,Approved
6115,2010,CVH,CPH,Denied
6116,2010,CVH,CPH,Approved
6117,2010,CVH,CPH,Approved
6118,2010,CVH,BVH,Approved
6119,2010,CVH,SYH,Approved
6120,2010,CVH,SUH,Approved
6121,2010,CVH,CPH,Denied
6122,2010,CVH,HTH,Denied
6123,2010,CVH,SYH,Denied
6124,2010,CVH,MOH,Denied
6125,2010,CVH,CPH,Denied
6126,2010,CVH,ORH,Approved
6127,2010,CVH,HTH,Approved
6128,2010,CVH,MVH,Pending
6129,2010,CVH,SOH,Approved
6130,2010,CVH,HTH,Approved
6131,2010,CVH,SOH,Approved
6132,2010,CVH,HTH,Approved
6133,2010,CVH,SUH,Denied
6134,2010,CVH,HTH,Approved
6135,2010,CVH,CVH,Approved
6136,2010,CVH,SYH,Denied
6137,2010,CVH,SYH,Approved
6138,2010,CVH,CPH,Approved
6139,2010,CVH,CPH,Approved
6140,2010,CVH,MOH,Approved
6141,2010,CVH,MOH,Approved
6142,2010,CVH,SYH,Approved
6143,2010,CVH,ORH,Approved
6144,2010,CVH,CPH,Approved
6145,2010,CVH,HTH,Approved
6146,2010,CVH,SUH,Denied
6147,2010,CVH,HTH,Approved
6148,2010,CVH,MVH,Approved
6149,2010,CVH,MVH,Denied
6150,2010,CVH,MOH,Approved
6151,2010,CVH,SUH,Approved
6152,2010,CVH,CPH,Denied
6153,2010,CVH,CVH,Approved
6154,2010,CVH,MVH,Approved
6155,2010,CVH,CVH,Approved
6156,2010,CVH,HTH,Approved
6157,2010,CVH,OLH,Approved
6158,2010,CVH,CPH,Approved
6159,2010,CVH,CPH,Approved
6160,2010,CVH,MOH,Denied
6161,2010,CVH,CVH,Approved
6162,2010,CVH,MOH,Approved
6163,2010,CVH,MOH,Approved
6164,2010,CVH,CPH,Denied
6165,2010,CVH,CPH,Approved
6166,2010,CVH,MVH,Approved
6167,2010,CVH,MVH,Approved
6168,2010,CVH,CPH,Approved
6169,2010,CVH,MOH,Approved
6170,2010,CVH,MOH,Approved
6171,2010,CVH,SUH,Denied
6172,2010,CVH,HTH,Denied
6173,2010,CVH,HTH,Approved
6174,2010,CVH,SYH,Denied
6175,2010,CVH,SYH,Denied
6176,2010,CVH,HTH,Approved
6177,2010,CVH,SOH,Approved
6178,2010,CVH,SOH,Approved
6179,2010,CVH,SUH,Denied
6180,2010,CVH,MVH,Approved
6181,2010,CVH,HTH,Approved
6182,2010,CVH,MOH,Approved
6183,2010,CVH,HTH,Approved
6184,2010,CVH,CPH,Denied
6185,2010,CVH,MOH,Approved
6186,2010,CVH,SYH,Approved
6187,2010,CVH,SYH,Denied
6188,2010,CVH,MOH,Approved
6189,2010,CVH,CPH,Approved
6190,2010,CVH,CPH,Approved
6191,2010,CVH,CPH,Denied
6192,2010,CVH,CPH,Approved
6193,2010,CVH,CPH,Approved
6194,2010,CVH,CPH,Denied
6195,2010,CVH,HTH,Approved
6196,2010,CVH,SUH,Approved
6197,2010,CVH,SUH,Approved
6198,2010,CVH,MOH,Approved
6199,2010,CVH,SUH,Approved
6200,2010,CVH,MOH,Approved
6201,2010,CVH,MOH,Approved
6202,2010,CVH,CPH,Denied
6203,2010,CVH,CPH,Denied
6204,2010,CVH,MVH,Denied
6205,2010,CVH,CPH,Approved
6206,2010,CVH,CPH,Approved
6207,2010,CVH,CPH,Denied
6208,2010,CVH,CPH,Approved
6209,2010,CVH,CPH,Approved
6210,2010,CVH,HTH,Approved
6211,2010,CVH,MVH,Approved
6212,2010,CVH,SYH,Approved
6213,2010,CVH,CPH,Approved
6214,2010,CVH,MOH,Denied
6215,2010,CVH,SYH,Approved
6216,2010,CVH,MVH,Approved
6217,2010,CVH,SOH,Denied
6218,2010,CVH,MOH,Approved
6219,2010,CVH,MOH,Approved
6220,2010,CVH,CPH,Denied
6221,2010,CVH,SOH,Approved
6222,2010,CVH,SOH,Approved
6223,2010,CVH,HTH,Denied
6224,2010,CVH,SUH,Approved
6225,2010,CVH,SOH,Approved
6226,2010,CVH,SOH,Approved
6227,2010,CVH,CPH,Approved
6228,2010,CVH,CPH,Approved
6229,2010,CVH,SUH,Approved
6230,2010,CVH,SUH,Approved
6231,2010,CVH,CPH,Denied
6232,2010,CVH,SUH,Denied
6233,2010,CVH,CPH,Approved
6234,2010,CVH,SYH,Denied
6235,2010,CVH,HTH,Approved
6236,2010,CVH,MOH,Denied
6237,2010,CVH,MOH,Denied
6238,2010,CVH,HTH,Denied
6239,2010,CVH,SOH,Approved
6240,2010,CVH,SYH,Denied
6241,2010,CVH,SOH,Denied
6242,2010,CVH,SYH,Approved
6243,2010,CVH,CPH,Denied
6244,2010,CVH,SYH,Approved
6245,2010,CVH,SYH,Approved
6246,2010,CVH,HTH,Denied
6247,2010,CVH,SUH,Approved
6248,2010,CVH,SUH,Approved
6249,2010,CVH,SYH,Approved
6250,2010,CVH,CPH,Approved
6251,2010,CVH,CPH,Approved
6252,2010,CVH,SYH,Denied
6253,2010,CVH,SUH,Approved
6254,2010,CVH,SUH,Approved
6255,2010,CVH,SUH,Approved
6256,2010,CVH,MOH,Approved
6257,2010,CVH,MVH,Denied
6258,2010,CVH,SOH,Denied
6259,2010,CVH,HTH,Denied
6260,2010,CVH,HTH,Denied
6261,2010,CVH,HTH,Denied
6262,2010,CVH,BVH,Approved
6263,2010,CVH,CPH,Approved
6264,2010,CVH,CPH,Approved
6265,2010,CVH,HTH,Denied
6266,2010,CVH,ORH,Denied
6267,2010,CVH,CPH,Denied
6268,2010,CVH,SUH,Approved
6269,2010,CVH,CPH,Denied
6270,2010,CVH,CPH,Denied
6271,2010,CVH,MOH,Denied
6272,2010,CVH,SYH,Approved
6273,2010,CVH,HTH,Denied
6274,2010,CVH,HTH,Approved
6275,2010,CVH,MVH,Approved
6276,2010,CVH,SUH,Approved
6277,2010,CVH,SOH,Approved
6278,2010,CVH,CPH,Approved
6279,2010,CVH,OLH,Approved
6280,2010,CVH,MVH,Approved
6281,2010,CVH,HTH,Denied
6282,2010,CVH,HTH,Denied
6283,2010,CVH,CPH,Approved
6284,2010,CVH,HTH,Approved
6285,2010,CVH,MOH,Denied
6286,2010,CVH,MOH,Denied
6287,2010,CVH,MOH,Denied
6288,2010,CVH,SOH,Approved
6289,2010,CVH,SYH,Approved
6290,2010,CVH,ORH,Approved
6291,2010,CVH,OLH,Approved
6292,2010,CVH,MOH,Approved
6293,2010,CVH,SYH,Approved
6294,2010,CVH,CPH,Denied
6295,2010,CVH,MVH,Approved
6296,2010,CVH,HTH,Denied
6297,2010,CVH,MOH,Approved
6298,2010,CVH,SYH,Approved
6299,2010,CVH,SUH,Denied
6300,2010,CVH,MOH,Denied
6301,2010,CVH,CPH,Denied
6302,2010,CVH,SUH,Approved
6303,2010,CVH,HTH,Approved
6304,2010,CVH,MVH,Approved
6305,2010,CVH,CPH,Approved
6306,2010,CVH,MOH,Approved
6307,2010,CVH,CPH,Approved
6308,2010,CVH,CPH,Approved
6309,2010,CVH,HTH,Approved
6310,2010,CVH,MOH,Denied
6311,2010,CVH,SOH,Approved
6312,2010,CVH,CPH,Denied
6313,2010,CVH,HTH,Approved
6314,2010,CVH,CPH,Approved
6315,2010,CVH,CPH,Approved
6316,2010,CVH,ORH,Approved
6317,2010,CVH,HTH,Approved
6318,2010,CVH,MOH,Approved
6319,2010,CVH,ELH,Approved
6320,2010,CVH,ORH,Approved
6321,2010,CVH,CPH,Approved
6322,2010,CVH,MOH,Approved
6323,2010,CVH,SUH,Approved
6324,2010,CVH,SOH,Approved
6325,2010,CVH,HTH,Approved
6326,2010,CVH,SOH,Approved
6327,2010,CVH,MOH,Approved
6328,2010,CVH,SYH,Approved
6329,2010,CVH,OLH,Approved
6330,2010,CVH,HTH,Approved
6331,2010,CVH,SUH,Denied
6332,2010,CVH,SUH,Approved
6333,2010,CVH,CPH,Approved
6334,2010,CVM,CPM,Approved
6335,2010,CVM,NCM,Approved
6336,2010,CVM,CPM,Approved
6337,2010,CVM,HTM,Approved
6338,2010,CVM,SOM,Approved
6339,2010,CVM,CPM,Approved
6340,2010,CVM,CPM,Approved
6341,2010,CVM,SOM,Approved
6342,2010,CVM,SOM,Approved
6343,2010,CVM,MVM,Approved
6344,2010,CVM,MVM,Approved
6345,2010,CVM,CPM,Approved
6346,2010,CVM,MOM,Approved
6347,2010,CVM,MOM,Approved
6348,2010,CVM,CPM,Approved
6349,2010,CVM,RDM,Denied
6350,2010,CVM,MOM,Approved
6351,2010,CVM,SOM,Approved
6352,2010,CVM,CPM,Approved
6353,2010,CVM,BVM,Approved
6354,2010,CVM,HTM,Approved
6355,2010,CVM,HTM,Approved
6356,2010,CVM,MOM,Approved
6357,2010,CVM,MOM,Approved
6358,2010,CVM,SOM,Denied
6359,2010,CVM,SOM,Denied
6360,2010,CVM,SOM,Approved
6361,2010,CVM,CPM,Approved
6362,2010,CVM,MOM,Approved
6363,2010,CVM,GJH,Approved
6364,2010,CVM,MOM,Approved
6365,2010,CVM,SOM,Approved
6366,2010,CVM,CPM,Approved
6367,2010,CVM,HTM,Approved
6368,2010,CVM,SOM,Approved
6369,2010,CVM,CPM,Approved
6370,2010,CVM,CPM,Approved
6371,2010,CVM,MOM,Approved
6372,2010,CVM,MOM,Approved
6373,2010,CVM,CPM,Approved
6374,2010,CVM,MVM,Approved
6375,2010,CVM,NCM,Approved
6376,2010,CVM,CPM,Approved
6377,2010,CVM,RDM,Approved
6378,2010,CVM,MVM,Approved
6379,2010,CVM,CPM,Approved
6380,2010,CVM,CPM,Approved
6381,2010,CVM,MVM,Denied
6382,2010,CVM,GJH,Approved
6383,2010,CVM,GJH,Approved
6384,2010,CVM,CPM,Approved
6385,2010,CVM,GJH,Approved
6386,2010,CVM,CPM,Approved
6387,2010,CVM,MVM,Approved
6388,2010,CVM,HTM,Approved
6389,2010,CVM,CPM,Approved
